Title,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Rumah Luas Terawat 10 menit ke Gerbang Tol Cimanggis Siap Huni J34228,3,3,,128 m²,185 m²,"Cimanggis, Depok","Rp 1,43 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah DP Ringan di Depok Akses Dekat Terminal dan Tol Hadap Timur J34036,2,1,,57 m²,57 m²,"Beji, Depok",Rp 540 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 5 Menit ke Terminal dan Stasiun Citayam Siap Huni J34669,2,1,,72 m²,45 m²,"Citayam, Depok",Rp 520 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 1 Carport SHM 4 Menit ke Stasiun Citayam Siap Huni Bisa KPR J34669,2,1,,72 m²,45 m²,"Cipayung, Depok",Rp 520 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis di Depok 15 Menit ke Terminal Citayam DP Ringan J-25151,2,1,,116 m²,42 m²,"Cipayung, Depok",Rp 420 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
RUMAH SIAP HUNI 3 KAMAR TIDUR AKSES JALAN UTAMA DEKAT CINERE DEPOK,3,2,2,120 m²,72 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Tempat Ibadah
Rumah Tanah Luas 10 Menit ke Gerbang Tol Margonda 3 Sudah Renov J-24837,2,1,,189 m²,55 m²,"Sukmajaya, Depok","Rp 1,54 Miliar",Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan
Rumah Minimalis LT 55 Akses Dekat Stasiun Citayam 2 Kamar DP Ringan J30259,2,1,,55 m²,40 m²,"Cipayung, Depok",Rp 500 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 15 Mnt ke Pintu Tol Cimanggis Siap Huni Dibantu KPR J22664,2,1,,90 m²,81 m²,"Cimanggis, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Dijual Cepat Dijamin Termurah Secinere Raya Rumah Di Mega Cinere Blok L Shm,3,3,2,111 m²,135 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Rumah Modern Siap Huni Dijual Bu Di Citralake Sawangan,4,4,2,144 m²,150 m²,"Sawangan, Depok","Rp 1,7 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah One Gate System, Komplek Nyaman Aman Asri, Mepet Jaksel Di Area Cinere ",4,3,2,200 m²,180 m²,"Cinere, Depok","Rp 2,5 Miliar",Rumah,Bisa Nego,Dekat Tempat Ibadah,
Rumah Cluster Bagus Shm Di Pancoran Mas,2,1,1,87 m²,59 m²,"Pancoran Mas, Depok",Rp 575 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Dijual Cluster Mewah Dalam Kawasan Golf Bergaya American Classic,3,3,1,153 m²,164 m²,"Cimanggis, Depok","Rp 3,5 Miliar",Rumah,Dekat Akses Transportasi,,
"Harga Spesial. Rumah Luxury Hook 2 Lantai di Jl. Cinere Estate Blok A, Cinere, Depok.",5,7,4,660 m²,650 m²,"Cinere, Depok","Rp 10,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah Minimalis Furnished 4 Kamar Tidur Dekat Tol Depok,4,3,2,71 m²,120 m²,"Cinere, Depok",Rp 950 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Dicari Investor Developer/tanah Lokasi Sangat Strategis Kalimulya Cilodong Depok 318m2 Bisa Untuk 3 - 4 Rumah,4,2,1,318 m²,54 m²,"Cilodong, Depok","Rp 2,1 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Minimalis Modern 2 Lantai Dalam Komplek Dekat Avicenna,3,3,2,152 m²,200 m²,"Cinere, Depok","Rp 2,8 Miliar",Rumah,,,
Di Jual Rumah Bebas Banjir Di Sawangan Depok,2,1,1,56 m²,35 m²,"Cinere, Depok",Rp 285 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Sekolah
"Dijual Rumah Hook Cimanggis Luas 505m2, 5 Kamar Tidur, SHM, Bisa KPR, Bisa dijadikan Usaha Kos Kosan, Hanya 3,9km dari UI Depok",5,4,1,505 m²,650 m²,"Cimanggis, Depok",Rp 6 Miliar,Rumah,Dekat Pusat Perbelanjaan,Dekat Sekolah,Dekat Fasilitas Kesehatan
Dijual Rumah Baru Renovasi Di Raffles Hills Akses Dekat Dengan Lrt Dan Gate Tol Cibubur ,3,2,1,108 m²,120 m²,"Cibubur, Depok","Rp 1,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,
"Rumah Lama Hitung Tanah 790m di Jl. Bukit Cinere Raya , Gandul, Depok",2,2,10,790 m²,118 m²,"Cinere, Depok","Rp 4,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Sekolah,
"Rumah Bagus Dibawah Njop Unfurnished SHM di Cinere, Depok",6,3,1,660 m²,450 m²,"Cinere, Depok","Rp 3,6 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
"Rumah Dijual Cinere, Komplek Bukit Cinere Indah, Siap Huni",3,4,1,140 m²,140 m²,"Cinere, Depok","Rp 2,1 Miliar",Rumah,Siap Huni,,
Rumah Mewah 2 Lantai Ada Fasilitas Golf dan Clubhouse,2,2,1,80 m²,58 m²,"Beji, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Hunian Nyaman Modern Bagus Dekat Akses Toll Fasilitas Lengkap Depok,2,2,1,80 m²,58 m²,"Sukmajaya, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Modern Nyaman Baru 2 Lantai di Depok Ada Fasilitas Golf,2,2,1,80 m²,58 m²,"Tapos, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Jual Rumah Modern Di Cimanggis Golf Estate Depok Depan Pintu Toll,2,2,1,80 m²,58 m²,"Cimanggis, Depok","Rp 1,6 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Dijual Rumah Baru 2 Lantai di Depok Strategis Dekat Pintu Tol Ada Fasilitas Golf,2,1,1,56 m²,64 m²,"Beji, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Di Tengah Perumahan Bojongsari Depok,2,2,1,56 m²,56 m²,"Bojong Sari, Depok",Rp 598 Juta,Rumah,Subsidi,Siap Huni,Dekat Akses Transportasi
Dijual Rumah Baru 2 Lantai 2br Di Depok Fasilitas Golf Hanya 1 M-an,2,1,1,56 m²,64 m²,"Cipayung, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru di Depok 2 Lantai Baru & Dekat Semua Fasilitas,2,1,1,56 m²,64 m²,"Bojong Sari, Depok","Rp 1,2 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah Baru Siap Huni 2 Lantai 2KT Bojong Sari, Depok 5 Menit ke Tol",2,2,1,89 m²,85 m²,"Bojong Sari, Depok",Rp 2 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru Siap Huni Di Depok Bonus Kanopi Akses 5 Menit Ke Tol Jagorawi,2,2,1,89 m²,85 m²,"Pancoran Mas, Depok",Rp 2 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Lama Hitung Tanah Dibawah Njop Sawangan.,3,3,2,3700 m²,200 m²,"Sawangan, Depok",Rp 20 Miliar,Rumah,,,
 Rumah Baru 2 Lantai Murah Di Kukusan Beji Depok Dekat Tol Kukusan Beji Depok,2,2,1,36 m²,75 m²,"Depok I, Depok",Rp 675 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah SHM 2 Lt Hadap Utara 9 Menit ke Gerbang Tol Brigif 4 Siap KPR J-34059,3,3,,100 m²,150 m²,"Cinere, Depok","Rp 1,88 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt SHM 15 menit ke Cinere Bellevue Mall Dibantu KPR J-37588,3,2,,73 m²,91 m²,"Cinere, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Terawat 2 Lt 5 Menit ke Gerbang Tol Kukusan 3 Dibantu KPR J32379,3,2,,77 m²,160 m²,"Beji, Depok","Rp 1,9 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Dijual dua rumah  DEPOK mewah siap huni including furnished.,7,7,4,630 m²,800 m²,"Depok II, Depok",Rp 16 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Di Margonda Dalam Komplek Yg Strategis Tapi Tenang Dan Sejuk Akses Tol Cijago,3,2,1,240 m²,170 m²,"Margonda, Depok","Rp 4,5 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
"For Sale Rumah Bagus Semi Furnished SHM Cinere, Depok",4,4,4,800 m²,940 m²,"Cinere, Depok","Rp 12,5 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan
Rumah 2 Lantai Minimalis Modern Dekat Mall Pesona Square Depok,3,3,1,93 m²,130 m²,"Sukmajaya, Depok",Rp 1 Miliar,Rumah,Dekat Pusat Perbelanjaan,,
Harga Jual Jauh Di Bawah Appraisal . Mau Jual Cepat . Harga Di Bawah Pasaran Di Cimanggis Depok,4,4,4,2800 m²,1000 m²,"Cimanggis, Depok","Rp 12,5 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Nyaman Lokasi Strategis di Raffles Hills Cibubur,3,2,1,240 m²,100 m²,"Cibubur, Depok","Rp 2,4 Miliar",Rumah,,,
Rumah 3 Kamar dan 2 Lantai di Depok Dekat Tol Perumahan Baru,3,2,1,60 m²,60 m²,"Cinere, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Baru 2 Lantai di Pancoran Mas Sawangan Depok Bagus Mewah,3,2,1,60 m²,60 m²,"Pancoran Mas, Depok","Rp 1,3 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Gaya Klasik Eropa Terbaik Komplek Elite Cinere dekat Pintu tol brigif,4,3,1,150 m²,200 m²,"Cinere, Depok","Rp 3,3 Miliar",Rumah,Dekat Akses Transportasi,,
Dijual Rumah Lokasi Strategis Dekat Exit Tol Sawangan Dan Stasiun,3,2,1,60 m²,72 m²,"Citayam, Depok",Rp 769 Juta,Rumah,Subsidi,Siap Huni,Bebas Banjir
"Rumah Murah di Daerah Cimanggis, Depok",2,1,,128 m²,87 m²,"Cimanggis, Depok","Rp 1,27 Miliar",Rumah,,,
"Rumah Murah di Daerah Cipayung, Depok",3,2,,162 m²,100 m²,"Cipayung, Depok",Rp 337 Juta,Rumah,,,
"Rumah Murah di Daerah Cipayung, Depok",2,1,,65 m²,50 m²,"Cipayung, Depok",Rp 131 Juta,Rumah,,,
"Rumah Murah di Daerah Tapos, Depok",2,1,,60 m²,60 m²,"Tapos, Depok",Rp 161 Juta,Rumah,,,
"Rumah 2 Lantai Lokasi Strategis di Griya Pancoran Mas Asri, Depok",3,2,1,78 m²,145 m²,"Pancoran Mas, Depok",Rp 1 Miliar,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
"Rumah Murah di Daerah Cimanggis, Depok",4,2,,208 m²,208 m²,"Cimanggis, Depok","Rp 1,12 Miliar",Rumah,,,
Rumah SHM Luas Strategis 8 Menit ke Gerbang Tol Brigif Dibantu KPR J26874,3,2,,347 m²,300 m²,"Beji, Depok","Rp 5,53 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Rumah Murah di Daerah Pancoran Mas, Depok",4,2,,198 m²,198 m²,"Pancoran Mas, Depok",Rp 423 Juta,Rumah,,,
Rumah Kokoh Harga Menarik Di Bukit Cinere Indah ,4,3,4,412 m²,307 m²,"Cinere, Depok","Rp 3,25 Miliar",Rumah,,,
Rumah 15 menit ke Gerbang Tol Cimanggis Hadap Selatan Dibantu KPR J24597,2,1,,90 m²,45 m²,"Cimanggis, Depok","Rp 1,07 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Seken Baru Renov 15 Menit ke Stasiun Depok Baru Siap Huni J25639,3,3,,85 m²,156 m²,"Pancoran Mas, Depok","Rp 1,46 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru Renov 7 Menit ke RS Citra Medika Depok 2 KT Siap Huni J-24970,2,1,,84 m²,80 m²,"Cilodong, Depok",Rp 760 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 80 Minimalis 15 Menit ke Stasiun Depok Bebas Banjir J-28474,2,1,,80 m²,65 m²,"Cipayung, Depok",Rp 710 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Mnt ke Pintu Tol Limo Depok Dibantu KPR J26824,2,1,,75 m²,36 m²,"Limo, Depok",Rp 850 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 10 Menit ke RSIA Citra Insani Depok Dibantu KPR J27600,2,1,,60 m²,60 m²,"Cipayung, Depok",Rp 600 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM LB 125 Strategis Siap KPR 10 Menit ke RSU Hermina Depok  J26842,4,1,,72 m²,125 m²,"Cipayung, Depok","Rp 1,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Minimalis 10 Menit ke Depok Town Center Dibantu KPR J-28358,3,3,,72 m²,72 m²,"Cipayung, Depok","Rp 1,01 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah 2 Lt Strategis 16 Menit ke Stasiun Depok LB 120 Dibantu KPR J-31684,3,2,,90 m²,120 m²,"Citayam, Depok",Rp 940 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis Seken 15 Menit ke Gerbang Tol Cimanggis Bisa KPR J28245,2,1,,59 m²,36 m²,"Cimanggis, Depok",Rp 400 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 118 Idaman 10 Menit ke Gerbang Toll Limo 2 Dibantu KPR J28299,2,2,,118 m²,69 m²,"Limo, Depok","Rp 1,93 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai Idaman 15 Menit ke Gerbang Tol Sawangan 4 Bisa KPR J-31783,3,2,,84 m²,72 m²,"Sawangan, Depok",Rp 900 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah LT 112 SHM 13 Menit ke One Belpark Mall Dibantu KPR J33777,3,3,,112 m²,90 m²,"Beji, Depok","Rp 1,66 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 10 Menit ke Mall Depok Town Center SHM LT 120 Dibantu KPR J32624,4,2,,120 m²,100 m²,"Cinere, Depok","Rp 1,11 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Bagus Type 2 Lantai Dekat Jagakarsa Dan Cinere Depok,3,3,2,61 m²,56 m²,"Tanah Baru, Depok",Rp 895 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Siap Huni Strategis 5 menit ke RS Citra Medika Depok J-19064,2,1,,90 m²,38 m²,"Pancoran Mas, Depok",Rp 970 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 10 menit ke AEON MALL Sentul City Hadap Selatan J-36126,3,3,,90 m²,70 m²,"Pancoran Mas, Depok","Rp 1,35 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Siap Huni 15 Mnt ke Gerbang Tol Brigif Dibantu KPR J-14506,4,3,,144 m²,185 m²,"Beji, Depok","Rp 2,53 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Hadap Selatan dekat One Belpark Mall Dibantu KPR J-24704,4,3,,96 m²,130 m²,"Cinere, Depok","Rp 1,33 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 4 Menit ke The Park Sawangan Siap Huni Dibantu KPR J-25062,3,2,,90 m²,63 m²,"Sawangan, Depok","Rp 1,4 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 2 Lt Siap KPR 4 Menit ke The Park Sawangan J-25062,3,2,,90 m²,63 m²,"Bojong Sari, Depok","Rp 1,4 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Sudah Renov 10 Menit ke RSIA Citra Insani 1 Lt Hadap Timur J24394,3,2,,66 m²,77 m²,"Sawangan, Depok",Rp 680 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Luas 1 Lt 8 menit ke Gerbang Tol Sawangan 4 Bebas Banjir J27313,3,2,,188 m²,150 m²,"Sawangan, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah 5 menit ke RS Citra Medika Depok SHM Siap KPR J-19064,2,1,,90 m²,38 m²,"Sukmajaya, Depok",Rp 970 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Idaman 5 Kamar Tidur 10 Menit ke Trans Studio Mall Cibubur Siap KPR J32060,5,5,,180 m²,150 m²,"Cimanggis, Depok","Rp 2,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Turun Harga Rumah Hook Di Shila Sawangan,6,7,2,220 m²,280 m²,"Sawangan, Depok","Rp 4,5 Miliar",Rumah,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,
10 Menit Ke Tol Sawangan Akses Mudah Transjakarta Sawangan-lebak Bulus,2,1,1,60 m²,40 m²,"Sawangan, Depok",Rp 880 Juta,Rumah,Dekat Akses Transportasi,,
Rumah Baru Developer Di Garden Residence At Emeralda Golf Cimanggis Depok,4,4,2,162 m²,202 m²,"Tapos, Depok",Rp 5 Miliar,Rumah,,,
Rumah Seken Terawat 15 Menit ke Terminal Sawangan 1 Lt Siap Huni J24023,2,1,,55 m²,45 m²,"Sawangan, Depok",Rp 450 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM Hadap Timur 15 menit ke Stasiun Depok Dibantu KPR J13329,2,2,,98 m²,70 m²,"Sukmajaya, Depok",Rp 980 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM LB 185 Siap Huni 15 Mnt ke The Park Sawangan Dibantu KPR J23676,3,2,,160 m²,185 m²,"Sawangan, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM LT 180 Siap KPR 5 menit ke RS Citra Medika Depok Dibantu KPR J30253,4,2,,180 m²,150 m²,"Cilodong, Depok","Rp 2,21 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis Seken 15 menit ke Gerbang Tol Cisalak 1 Siap Huni J28978,3,2,,100 m²,140 m²,"Pancoran Mas, Depok",Rp 940 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Timur LT 135 Siap KPR 10 menit ke The Park Sawangan J28825,2,1,,135 m²,54 m²,"Sawangan, Depok","Rp 1,19 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Asri 2 Lantai 10 Menit ke Gerbang Tol Brigif Dibantu KPR J27905,7,5,,279 m²,400 m²,"Cinere, Depok","Rp 3,87 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM 2 Lt Siap KPR 12 Mnt ke The Park Sawangan J26861,2,1,,90 m²,60 m²,"Sawangan, Depok",Rp 740 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 10 Menit ke RSUD Depok Timur SHM Dibantu KPR J27152,2,1,,98 m²,36 m²,"Cilodong, Depok",Rp 610 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah LB 120 Hadap Selatan Siap KPR 10 Menit ke MargoCity J26626,3,3,,110 m²,120 m²,"Pancoran Mas, Depok","Rp 1,44 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 10 Menit ke RS Permata Depok SHM Hadap Utara J26502,2,1,,99 m²,70 m²,"Sawangan, Depok","Rp 1,12 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
DIJUAL RUMAH ASRI 2 LT GRAHA CINERE ,7,5,1,350 m²,300 m²,"Cinere, Depok","Rp 4,3 Miliar",Rumah,,,
Rumah SHM 2 Lt Hadap Timur 7 Menit ke The Park Sawangan J30740,3,2,,72 m²,60 m²,"Sawangan, Depok",Rp 710 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Timur LT 155 Dibantu KPR 6 Menit ke Mall Pesona Square J29393,4,2,,155 m²,140 m²,"Sukmajaya, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 10 Menit ke Mall Pesona Square Dibantu KPR J27942,3,2,,72 m²,68 m²,"Beji, Depok","Rp 1,07 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 130 SHM Siap KPR 10 menit ke The Park Sawangan J30583,2,1,,130 m²,45 m²,"Sawangan, Depok",Rp 850 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Baru Renov LB 158 Siap KPR 5 Menit ke DTC (Depok Town Center) J28779,5,4,,86 m²,158 m²,"Pancoran Mas, Depok","Rp 1,79 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 94 Hadap Selatan Siap KPR 15 Menit ke Gerbang Tol Kukusan 3 J27801,2,1,,94 m²,64 m²,"Pancoran Mas, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 9 Menit ke RS Citra Medika Depok Siap Huni Dibantu KPR J28845,2,1,,80 m²,45 m²,"Cilodong, Depok",Rp 660 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Minimalis 10 Menit ke RS Permata Depok 1 Lt Siap Huni J28659,2,2,,72 m²,65 m²,"Sawangan, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah SHM 2 Lt Siap KPR 9 Menit ke Citimall Cimanggis J26814,2,1,,96 m²,60 m²,"Cimanggis, Depok","Rp 1,09 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 8 Menit ke Mall Pesona Square Dibantu KPR J28300,2,1,,72 m²,45 m²,"Sukmajaya, Depok",Rp 640 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 11 Menit ke The Park Sawangan SHM 2 Lt Dibantu KPR J31270,3,2,,92 m²,92 m²,"Sawangan, Depok","Rp 1,13 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 75 Dekat Cinere 10 Menit ke Gerbang Tol Bebas Banjir J34422,2,1,,75 m²,45 m²,"Cinere, Depok",Rp 720 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah SHM Strategis 10 Mnt ke RSUD Depok Timur Dibantu KPR J21608,2,2,,72 m²,50 m²,"Cilodong, Depok",Rp 684 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah LT 148 Siap KPR 15 Menit ke Mall Pesona Square Sudah Renov J23664,3,3,,148 m²,50 m²,"Cilodong, Depok","Rp 1,16 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 120 SHM Siap Huni 10 Menit ke RS Permata Depok J32624,4,2,,120 m²,100 m²,"Pancoran Mas, Depok","Rp 1,11 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Jarang Ada Rumah Posisi Kuldesak(pojok) Di Green Andara Residence,5,4,5,300 m²,150 m²,"Cinere, Depok","Rp 4,85 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Jual Rumah Rasa Villa Pesona Khayangan Depok,5,5,2,300 m²,316 m²,"Margonda, Depok","Rp 4,6 Miliar",Rumah,Dekat Sekolah,,
Rumah / Kost2an Murah Bisa Buat  Kantor Di Depok Dekat UI,12,6,2,312 m²,420 m²,"Beji, Depok","Rp 2,35 Miliar",Rumah,Over Kredit,Siap Huni,Bebas Banjir
Rumah Shm Di Jalan Raya Pengasinan Sawangan Depok,2,1,1,60 m²,40 m²,"Bojong Sari, Depok",Rp 631 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Tempat Ibadah
Rumah Bagus Dua Setengah Lantai Di Selatan Jakarta ,3,3,1,61 m²,90 m²,"Sawangan, Depok","Rp 1,09 Miliar",Rumah,Dekat Pusat Perbelanjaan,,
Rumah Bagus Shm Di Depok Dekat Stasiun Citayam,3,2,1,60 m²,60 m²,"Citayam, Depok",Rp 769 Juta,Rumah,Subsidi,Siap Huni,Bebas Banjir
Rumah 2 Lantai Siap Huni Di Depok Dekat Stasiun Citayam ,3,2,1,60 m²,60 m²,"Citayam, Depok",Rp 720 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,
Rumah Lama Terawat Harga Hitung Tanah Furnished,5,4,2,600 m²,500 m²,"Cinere, Depok","Rp 4,5 Miliar",Rumah,,,
